question_id,poll_id,race_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,partisan,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,start_date,end_date,sponsor_candidate,tracking,nationwide_batch,created_at,notes,url,stage,dem,rep,ind
136241,72597,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/28/20,10/30/20,NA,TRUE,FALSE,11/2/20 07:13,NA,https://morningconsult.com/form/2020-u-s-election-tracker/,general,50,43,NA
135840,72398,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5333,lv,lv,Online,U.S. House,NA,10/17/20,10/30/20,NA,TRUE,FALSE,10/31/20 08:22,probabilistic voting question,https://election.usc.edu/,general,52.28,44.57,NA
136240,72596,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/27/20,10/29/20,NA,TRUE,FALSE,11/2/20 07:13,NA,https://morningconsult.com/form/2020-u-s-election-tracker/,general,50,43,NA
135672,72314,8274,2020,NA,1559,Opinium,614,The Guardian,NA,Opinium,559,Opinium,B/C,1451,rv,rv,Online,U.S. House,NA,10/26/20,10/29/20,NA,NA,FALSE,10/30/20 08:32,NA,https://www.opinium.com/resource-center/us-presidential-polling-biden-leads-by-14-points-in-final-poll/,general,50,42,NA
135662,72312,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5322,lv,lv,Online,U.S. House,NA,10/16/20,10/29/20,NA,TRUE,FALSE,10/30/20 07:59,probabilistic voting question,https://election.usc.edu/,general,52.24,44.55,NA
135459,72211,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,16374,lv,lv,Online,U.S. House,NA,10/26/20,10/28/20,NA,TRUE,FALSE,10/29/20 12:52,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
136339,72227,8274,2020,NA,1416,Harris Insights & Analytics,960,Hill.TV,NA,HarrisX,133,Harris Insights & Analytics,B+,2824,rv,rv,Online,U.S. House,NA,10/25/20,10/28/20,NA,NA,FALSE,11/2/20 14:19,NA,https://thehill.com/hilltv/what-americas-thinking/524036-poll-democrats-lead-republicans-in-the-generic-congressional,general,45,40,NA
136340,72227,8274,2020,NA,1416,Harris Insights & Analytics,960,Hill.TV,NA,HarrisX,133,Harris Insights & Analytics,B+,2359,lv,lv,Online,U.S. House,NA,10/25/20,10/28/20,NA,NA,FALSE,11/2/20 14:19,NA,https://thehill.com/hilltv/what-americas-thinking/524036-poll-democrats-lead-republicans-in-the-generic-congressional,general,47,42,NA
135410,72190,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5271,lv,lv,Online,U.S. House,NA,10/15/20,10/28/20,NA,TRUE,FALSE,10/29/20 08:37,probabilistic voting question,https://election.usc.edu/,general,52.37,44.43,NA
135150,72083,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1500,rv,rv,Online,U.S. House,NA,10/25/20,10/27/20,NA,NA,FALSE,10/28/20 09:12,NA,https://docs.cdn.yougov.com/nzc8dt85gn/econTabReport.pdf,general,49,39,NA
135151,72083,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1365,lv,lv,Online,U.S. House,NA,10/25/20,10/27/20,NA,NA,FALSE,10/28/20 09:13,NA,https://docs.cdn.yougov.com/nzc8dt85gn/econTabReport.pdf,general,52,42,NA
135458,72210,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/25/20,10/27/20,NA,TRUE,FALSE,10/29/20 12:52,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,50,43,NA
135379,72176,8274,2020,NA,458,Suffolk University,135,USA Today,NA,Suffolk University,323,Suffolk University,B+,1000,lv,lv,Live Phone,U.S. House,NA,10/23/20,10/27/20,NA,NA,FALSE,10/29/20 07:27,NA,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2020/10_29_2020_marginals_pdftxt.pdf?la=en&hash=7BE590FE9C03C3188A29E97C1108D5CB75C70362,general,49.4,39.3,NA
135409,72079,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5261,lv,lv,Online,U.S. House,NA,10/14/20,10/27/20,NA,TRUE,FALSE,10/29/20 08:37,probabilistic voting question,https://election.usc.edu/,general,52.39,44.35,NA
135457,72209,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/24/20,10/26/20,NA,TRUE,FALSE,10/29/20 12:52,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,50,42,NA
135329,72160,8274,2020,NA,1361,SSRS,143,CNN,NA,CNN/SSRS,297,SSRS,C,917,rv,rv,Live Phone,U.S. House,NA,10/23/20,10/26/20,NA,NA,FALSE,10/28/20 16:21,NA,http://cdn.cnn.com/cnn/2020/images/10/28/rel15.pdf,general,54,42,NA
135330,72160,8274,2020,NA,1361,SSRS,143,CNN,NA,CNN/SSRS,297,SSRS,C,886,lv,lv,Live Phone,U.S. House,NA,10/23/20,10/26/20,NA,NA,FALSE,10/28/20 16:22,NA,http://cdn.cnn.com/cnn/2020/images/10/28/rel15.pdf,general,54,42,NA
135468,72213,8274,2020,NA,552,The Winston Group,1312,Winning the Issues,REP,The Winston Group,385,The Winston Group,A/B,1000,rv,rv,Online,U.S. House,NA,10/23/20,10/26/20,NA,NA,FALSE,10/29/20 13:01,NA,https://www.winningtheissues.org/wp-content/uploads/2020/10/Winning-the-Issues-October-2020-National-Survey.pdf,general,47,43,NA
135668,72313,8274,2020,NA,1521,Hofstra University,NA,NA,NA,Hofstra University,558,Hofstra University,B/C,2000,lv,lv,Online,U.S. House,NA,10/19/20,10/26/20,NA,NA,FALSE,10/30/20 08:11,NA,https://www.hofstra.edu/pdf/academics/colleges/hclas/gov-policy-international/kalikow-poll-1020.pdf,general,54.5,45.5,NA
136243,72600,8274,2020,NA,568,YouGov,508,George Washington University,NA,YouGov,391,YouGov,B+,2500,lv,lv,Online,U.S. House,NA,10/16/20,10/26/20,NA,NA,FALSE,11/2/20 07:14,NA,https://smpa.gwu.edu/gw-politics-poll-finds-trump-elicits-negative-emotions-voters,general,51,40,NA
135041,72035,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5285,lv,lv,Online,U.S. House,NA,10/13/20,10/26/20,NA,TRUE,FALSE,10/27/20 08:10,probabilistic voting question,https://election.usc.edu/,general,51.81,44.92,NA
134893,71964,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,15509,lv,lv,Online,U.S. House,NA,10/23/20,10/25/20,NA,TRUE,FALSE,10/26/20 12:36,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
134922,71973,8274,2020,NA,568,YouGov,1213,Yahoo News,NA,YouGov,391,YouGov,B+,1500,rv,rv,Online,U.S. House,NA,10/23/20,10/25/20,NA,NA,FALSE,10/26/20 16:18,NA,https://docs.cdn.yougov.com/fsf95uprtd/20201026_yahoo_coronavirus_tabs.pdf,general,51,38,NA
134923,71973,8274,2020,NA,568,YouGov,1213,Yahoo News,NA,YouGov,391,YouGov,B+,1350,lv,lv,Online,U.S. House,NA,10/23/20,10/25/20,NA,NA,FALSE,10/26/20 16:18,NA,https://docs.cdn.yougov.com/fsf95uprtd/20201026_yahoo_coronavirus_tabs.pdf,general,54,41,NA
134861,71945,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5348,lv,lv,Online,U.S. House,NA,10/12/20,10/25/20,NA,TRUE,FALSE,10/26/20 07:41,probabilistic voting question,https://election.usc.edu/,general,51.9,44.9,NA
134892,71963,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/22/20,10/24/20,NA,TRUE,FALSE,10/26/20 12:36,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
134735,71882,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5333,lv,lv,Online,U.S. House,NA,10/11/20,10/24/20,NA,TRUE,FALSE,10/25/20 07:16,probabilistic voting question,https://election.usc.edu/,general,51.62,45.2,NA
134891,71962,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/21/20,10/23/20,NA,TRUE,FALSE,10/26/20 12:36,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
134608,71820,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5225,lv,lv,Online,U.S. House,NA,10/10/20,10/23/20,NA,TRUE,FALSE,10/24/20 08:59,probabilistic voting question,https://election.usc.edu/,general,51.62,45.23,NA
134890,71961,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/20/20,10/22/20,NA,TRUE,FALSE,10/26/20 12:36,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
134402,71737,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5273,lv,lv,Online,U.S. House,NA,10/9/20,10/22/20,NA,TRUE,FALSE,10/23/20 07:50,probabilistic voting question,https://election.usc.edu/,general,51.85,45.08,NA
134889,71960,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/19/20,10/21/20,NA,TRUE,FALSE,10/26/20 12:36,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
134205,71635,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5309,lv,lv,Online,U.S. House,NA,10/8/20,10/21/20,NA,TRUE,FALSE,10/22/20 07:30,probabilistic voting question,https://election.usc.edu/,general,51.8,44.94,NA
135270,72140,8274,2020,NA,1634,Rethink Priorities,NA,NA,NA,Rethink Priorities,672,Rethink Priorities,F,4933,lv,lv,Online,U.S. House,NA,10/20/20,10/20/20,NA,NA,FALSE,10/28/20 12:24,NA,https://static1.squarespace.com/static/5c64375df4e5314e7985012c/t/5f998f048ef3c11dadf5ddc1/1603899141511/Biden+at+%2B9.8+support+nationally+in+Rethink+Priorities+poll%2C+Dems+%2B5.3+for+Congress.pdf,general,47.7,42.4,NA
134010,71542,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1500,rv,rv,Online,U.S. House,NA,10/18/20,10/20/20,NA,NA,FALSE,10/21/20 09:08,NA,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf,general,47,40,NA
134011,71542,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1343,lv,lv,Online,U.S. House,NA,10/18/20,10/20/20,NA,NA,FALSE,10/21/20 09:08,NA,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf,general,50,43,NA
134204,71634,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,15821,lv,lv,Online,U.S. House,NA,10/18/20,10/20/20,NA,TRUE,FALSE,10/22/20 07:30,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,50,42,NA
134602,71817,8274,2020,NA,1302,Echelon Insights,NA,NA,NA,Echelon Insights,407,Echelon Insights,B/C,1006,lv,lv,Online,U.S. House,NA,10/16/20,10/20/20,NA,NA,FALSE,10/23/20 18:27,NA,https://echeloninsights.com/in-the-news/october-omnibus-election-2020/,general,48,44,NA
133978,71532,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5401,lv,lv,Online,U.S. House,NA,10/7/20,10/20/20,NA,TRUE,FALSE,10/21/20 07:36,probabilistic voting question,https://election.usc.edu/,general,51.89,44.6,NA
134203,71633,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/17/20,10/19/20,NA,TRUE,FALSE,10/22/20 07:29,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,50,42,NA
134401,71531,8274,2020,NA,1406,Global Strategy Group/GBAO (Navigator Research),NA,NA,NA,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),B/C,1000,rv,rv,Online,U.S. House,NA,10/15/20,10/19/20,NA,NA,FALSE,10/23/20 07:50,NA,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigator-Full-Topline-F10.20.2020.pdf,general,51,43,NA
135306,72154,8274,2020,NA,907,GBAO,1501,Omidyar Network,NA,GBAO,109,GBAO,B/C,1150,rv,rv,Online,U.S. House,NA,10/15/20,10/19/20,NA,NA,FALSE,10/28/20 14:08,NA,https://omidyar.com/wp-content/uploads/2020/10/Omidyar-Network-National-Registered-Voters-Survey-Topline-Results-101920.pdf,general,51,39,NA
133791,71440,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5483,lv,lv,Online,U.S. House,NA,10/6/20,10/19/20,NA,TRUE,FALSE,10/20/20 07:19,probabilistic voting question,https://election.usc.edu/,general,52.06,44.39,NA
133820,71373,8274,2020,NA,568,YouGov,1213,Yahoo News,NA,YouGov,391,YouGov,B+,1465,lv,lv,Online,U.S. House,NA,10/16/20,10/18/20,NA,NA,FALSE,10/20/20 10:41,NA,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,51,40,NA
133821,71373,8274,2020,NA,568,YouGov,1213,Yahoo News,NA,YouGov,391,YouGov,B+,1583,rv,rv,Online,U.S. House,NA,10/16/20,10/18/20,NA,NA,FALSE,10/20/20 10:41,NA,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,47,36,NA
133658,71377,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,14994,lv,lv,Online,U.S. House,NA,10/16/20,10/18/20,NA,TRUE,FALSE,10/19/20 15:03,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,50,42,NA
133620,71354,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5549,lv,lv,Online,U.S. House,NA,10/5/20,10/18/20,NA,TRUE,FALSE,10/19/20 07:30,probabilistic voting question,https://election.usc.edu/,general,52.25,44.27,NA
133657,71376,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/15/20,10/17/20,NA,TRUE,FALSE,10/19/20 15:03,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,50,42,NA
133494,71293,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5665,lv,lv,Online,U.S. House,NA,10/4/20,10/17/20,NA,TRUE,FALSE,10/18/20 07:08,probabilistic voting question,https://election.usc.edu/,general,52.33,44.2,NA
133656,71375,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/14/20,10/16/20,NA,TRUE,FALSE,10/19/20 15:02,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,42,NA
133380,71236,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5637,lv,lv,Online,U.S. House,NA,10/3/20,10/16/20,NA,TRUE,FALSE,10/17/20 07:59,probabilistic voting question,https://election.usc.edu/,general,52.39,44.17,NA
133655,71374,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/13/20,10/15/20,NA,TRUE,FALSE,10/19/20 15:02,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
133231,71165,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5534,lv,lv,Online,U.S. House,NA,10/2/20,10/15/20,NA,TRUE,FALSE,10/16/20 07:15,probabilistic voting question,https://election.usc.edu/,general,51.99,44.4,NA
133081,71094,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,15499,lv,lv,Online,U.S. House,NA,10/12/20,10/14/20,NA,TRUE,FALSE,10/15/20 12:47,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
133015,71066,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5425,lv,lv,Online,U.S. House,NA,10/1/20,10/14/20,NA,TRUE,FALSE,10/15/20 07:47,probabilistic voting question,https://election.usc.edu/,general,51.85,44.36,NA
132841,70989,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1500,rv,rv,Online,U.S. House,NA,10/11/20,10/13/20,NA,NA,FALSE,10/14/20 09:56,NA,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf,general,43,37,NA
132842,70989,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1333,lv,lv,Online,U.S. House,NA,10/11/20,10/13/20,NA,NA,FALSE,10/14/20 09:57,NA,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf,general,49,41,NA
133080,71093,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/11/20,10/13/20,NA,TRUE,FALSE,10/15/20 12:47,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,49,43,NA
132814,70980,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5249,lv,lv,Online,U.S. House,NA,9/30/20,10/13/20,NA,TRUE,FALSE,10/14/20 07:45,probabilistic voting question,https://election.usc.edu/,general,52.07,44.26,NA
133079,71092,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/10/20,10/12/20,NA,TRUE,FALSE,10/15/20 12:47,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,48,43,NA
133012,71065,8274,2020,NA,335,NBC News/The Wall Street Journal,NA,NA,NA,NBC News/The Wall Street Journal,221,NBC News/The Wall Street Journal,B+,1000,rv,rv,Live Phone,U.S. House,NA,10/9/20,10/12/20,NA,NA,FALSE,10/15/20 00:27,NA,https://s.wsj.net/public/resources/documents/WSJNBCPoll-Mid-October-2020.pdf,general,47,39,NA
132426,70778,8274,2020,NA,1559,Opinium,614,The Guardian,NA,Opinium,559,Opinium,B/C,1747,lv,lv,Online,U.S. House,NA,10/8/20,10/12/20,NA,NA,FALSE,10/13/20 14:38,NA,https://www.opinium.com/resource-center/biden-extends-lead-over-trump-to-17-points/,general,51,40,NA
132356,70751,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5081,lv,lv,Online,U.S. House,NA,9/29/20,10/12/20,NA,TRUE,FALSE,10/13/20 07:42,probabilistic voting question,https://election.usc.edu/,general,52.34,43.96,NA
132409,70742,8274,2020,NA,568,YouGov,1213,Yahoo News,NA,YouGov,391,YouGov,B+,1525,rv,rv,Online,U.S. House,NA,10/9/20,10/11/20,NA,NA,FALSE,10/13/20 10:43,NA,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf,general,45,38,NA
132410,70742,8274,2020,NA,568,YouGov,1213,Yahoo News,NA,YouGov,391,YouGov,B+,1366,lv,lv,Online,U.S. House,NA,10/9/20,10/11/20,NA,NA,FALSE,10/13/20 10:43,NA,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf,general,48,41,NA
132355,70750,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,16045,lv,lv,Online,U.S. House,NA,10/9/20,10/11/20,NA,TRUE,FALSE,10/13/20 07:42,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,48,43,NA
132316,70729,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5065,lv,lv,Online,U.S. House,NA,9/28/20,10/11/20,NA,TRUE,FALSE,10/12/20 07:24,probabilistic voting question,https://election.usc.edu/,general,52.26,43.94,NA
132354,70749,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/8/20,10/10/20,NA,TRUE,FALSE,10/13/20 07:42,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,48,43,NA
132304,70723,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5091,lv,lv,Online,U.S. House,NA,9/27/20,10/10/20,NA,TRUE,FALSE,10/11/20 07:35,probabilistic voting question,https://election.usc.edu/,general,52.12,44.1,NA
132353,70748,8274,2020,NA,1189,Morning Consult,1393,American Hotel and Lodging Association,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/7/20,10/9/20,NA,TRUE,FALSE,10/13/20 07:41,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,48,43,NA
132271,70714,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5198,lv,lv,Online,U.S. House,NA,9/26/20,10/9/20,NA,TRUE,FALSE,10/10/20 08:44,probabilistic voting question,https://election.usc.edu/,general,51.99,44.18,NA
132352,70747,8274,2020,NA,1189,Morning Consult,NA,NA,NA,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,NA,10/6/20,10/8/20,NA,TRUE,FALSE,10/13/20 07:41,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,48,42,NA
132241,70697,8274,2020,NA,1610,USC Dornsife/Los Angeles Times,NA,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5153,lv,lv,Online,U.S. House,NA,9/25/20,10/8/20,NA,TRUE,FALSE,10/9/20 08:01,probabilistic voting question,https://election.usc.edu/,general,51.83,44.24,NA
